sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11
883779813_Pg350_12.fsa,Pg350,KY_03,KY,92,0.0024009603841536617,0.0034013605442176874,0.025010004001600642,0.005802320928371349,0.003001200480192077,0.007202881152460984,0.0020008003201280513,0.0020008003201280513,0.9423769507803121,0.0010004001600640256,0.005802320928371348
883779813_Pg350_13.fsa,Pg350,KY_03,KY,93,0.005402160864345739,0.0020008003201280513,0.004001600640256103,0.0034013605442176865,0.012204881952781112,0.006602641056422569,0.0010004001600640256,0.0010004001600640256,0.9599839935974389,0.0020008003201280513,0.0024009603841536617
883779813_Pg350_14.fsa,Pg350,KY_03,KY,94,0.001998800719568259,0.0025984409354387365,0.005996402158704776,0.002198680791525085,0.0023985608634819106,0.007995202878273036,0.005196881870877473,0.005396761942834299,0.9602238656805916,0.002998201079352388,0.002998201079352388
883779813_Pg350_15.fsa,Pg350,KY_03,KY,95,0.007601520304060812,0.0022004400880176033,0.015603120624124825,0.00640128025605121,0.08081616323264652,0.027805561112222446,0.0014002800560112022,0.0014002800560112022,0.8511702340468094,0.002000400080016003,0.0036007201440288058
883779813_Pg350_16.fsa,Pg350,KY_03,KY,96,0.004796163069544365,0.056155075939248615,0.005395683453237411,0.0027977617905675456,0.048361310951239016,0.008193445243804958,9.992006394884093e-4,0.001798561151079137,0.8685051958433254,9.992006394884093e-4,0.0019984012789768186
883779813_Pg350_17.fsa,Pg350,KY_03,KY,97,0.001999200319872051,0.004798080767692924,0.001999200319872051,0.005597760895641742,0.004798080767692924,0.002598960415833667,9.996001599360256e-4,9.996001599360256e-4,0.9678128748500601,9.996001599360256e-4,0.007397041183526591
883779813_Pg350_18.fsa,Pg350,KY_03,KY,98,0.01639344262295082,0.009796081567373051,0.029988004798080767,0.0819672131147541,0.04238304678128749,0.6727309076369452,0.009596161535385847,0.00619752099160336,0.09016393442622953,0.003998400639744102,0.03678528588564575
883779813_Pg350_19.fsa,Pg350,KY_03,KY,99,0.04066506410256411,0.0020032051282051285,0.03445512820512821,0.0020032051282051285,0.06610576923076923,0.004006410256410257,0.0010016025641025642,0.0010016025641025642,0.8463541666666666,0.0010016025641025642,0.0014022435897435897
883779813_Pg350_20.fsa,Pg350,KY_03,KY,100,0.0018000000000000002,0.0018000000000000002,0.002,0.0024000000000000002,0.002,0.0022,0.001,0.0018000000000000002,0.9812,0.001,0.0028
883779813_Pg350_21.fsa,Pg350,KY_03,KY,101,0.004200000000000001,0.0022,0.013999999999999999,0.0027999999999999995,0.0024000000000000002,0.007400000000000001,0.001,0.0014,0.962,0.001,0.0016
883779813_Pg350_22.fsa,Pg350,KY_03,KY,102,0.0022013207924754855,0.002201320792475485,0.061837102261356816,0.003001801080648389,0.012207324394636782,0.005603362017210326,0.0010006003602161296,0.0016009605763458077,0.9069441664999,0.0010006003602161296,0.0024014408645187117
